student_id,name,batch_type,year,section,enrolled_courses
191400083,Shireen Islam,Regular,2019,C,CSE412,CSE416,CSE431,CSE432
192400001,Delwar Uddin,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
192400002,Rahima Begum,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
192400003,Shahed Khatun,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
192400004,Monira Chowdhury,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
192400005,Ruhul Alam,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
192400006,Zakir Hassan,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
192400007,Selina Mahmud,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
192400008,Mosharraf Karim,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
192400009,Taslima Miah,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
192400010,Karim Sheikh,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
192400011,Abdul Sarkar,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
192400012,Rahim Bibi,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
192400013,Salma Aktar,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
192400014,Nusrat Sultana,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
192400015,Hasan Molla,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
192400016,Fatima Mondal,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
192400017,Mohammad Roy,Regular,2019,W,CSE413,CSE414,CSE423,CSE424
192400018,Ayesha Das,Regular,2019,A,CSE413,CSE414,CSE423,CSE424
192400019,Ahmed Saha,Regular,2019,S,CSE413,CSE414,CSE423,CSE424
192400020,Rashida Barua,Regular,2019,T,CSE413,CSE414,CSE423,CSE424
192400021,Karim Nath,Regular,2019,M,CSE413,CSE414,CSE423,CSE424
192400022,Nasreen Paul,Regular,2019,K,CSE413,CSE414,CSE423,CSE424
192400023,Omar Ghosh,Regular,2019,P,CSE413,CSE414,CSE423,CSE424
192400024,Sultana Sen,Regular,2019,V,CSE413,CSE414,CSE423,CSE424
192400025,Ibrahim Rahman,Regular,2019,C,CSE413,CSE414,CSE423,CSE424
192400026,Ruma Ahmed,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
192400027,Tariq Khan,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
192400028,Shahida Hossain,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
192400029,Yusuf Ali,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
192400030,Rehana Islam,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
192400031,Mahmud Uddin,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
192400032,Farida Begum,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
192400033,Rafiq Khatun,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
192400034,Nasir Chowdhury,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
192400035,Shamsul Alam,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
192400036,Rokeya Hassan,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
192400037,Aminul Mahmud,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
192400038,Jahanara Karim,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
192400039,Mizanur Miah,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
192400040,Hosne Sheikh,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
192400041,Golam Sarkar,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
192400042,Nurul Bibi,Regular,2019,W,CSE413,CSE414,CSE423,CSE424
192400043,Kamrun Aktar,Regular,2019,A,CSE413,CSE414,CSE423,CSE424
192400044,Shafiq Sultana,Regular,2019,S,CSE413,CSE414,CSE423,CSE424
192400045,Dilruba Molla,Regular,2019,T,CSE413,CSE414,CSE423,CSE424
192400046,Anwar Mondal,Regular,2019,M,CSE413,CSE414,CSE423,CSE424
192400047,Maksuda Roy,Regular,2019,K,CSE413,CSE414,CSE423,CSE424
192400048,Hafiz Das,Regular,2019,P,CSE413,CSE414,CSE423,CSE424
192400049,Shireen Saha,Regular,2019,V,CSE413,CSE414,CSE423,CSE424
192400050,Delwar Barua,Regular,2019,C,CSE413,CSE414,CSE423,CSE424
192400051,Rahima Nath,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
192400052,Shahed Paul,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
192400053,Monira Ghosh,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
192400054,Ruhul Sen,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
192400055,Zakir Rahman,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
192400056,Selina Ahmed,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
192400057,Mosharraf Khan,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
192400058,Taslima Hossain,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
192400059,Karim Ali,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
192400060,Abdul Islam,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
192400061,Rahim Uddin,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
192400062,Salma Begum,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
192400063,Nusrat Khatun,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
192400064,Hasan Chowdhury,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
192400065,Fatima Alam,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
192400066,Mohammad Hassan,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
192400067,Ayesha Mahmud,Regular,2019,W,CSE413,CSE414,CSE423,CSE424
192400068,Ahmed Karim,Regular,2019,A,CSE413,CSE414,CSE423,CSE424
192400069,Rashida Miah,Regular,2019,S,CSE413,CSE414,CSE423,CSE424
192400070,Karim Sheikh,Regular,2019,T,CSE413,CSE414,CSE423,CSE424
192400071,Nasreen Sarkar,Regular,2019,M,CSE413,CSE414,CSE423,CSE424
192400072,Omar Bibi,Regular,2019,K,CSE413,CSE414,CSE423,CSE424
192400073,Sultana Aktar,Regular,2019,P,CSE413,CSE414,CSE423,CSE424
192400074,Ibrahim Sultana,Regular,2019,V,CSE413,CSE414,CSE423,CSE424
192400075,Ruma Molla,Regular,2019,C,CSE413,CSE414,CSE423,CSE424
192400076,Tariq Mondal,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
192400077,Shahida Roy,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
192400078,Yusuf Das,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
192400079,Rehana Saha,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
192400080,Mahmud Barua,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
192400081,Farida Nath,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
192400082,Rafiq Paul,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
192400083,Nasir Ghosh,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
193400001,Shamsul Sen,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
193400002,Rokeya Rahman,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
193400003,Aminul Ahmed,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
193400004,Jahanara Khan,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
193400005,Mizanur Hossain,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
193400006,Hosne Ali,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
193400007,Golam Islam,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
193400008,Nurul Uddin,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
193400009,Kamrun Begum,Regular,2019,W,CSE413,CSE414,CSE423,CSE424
193400010,Shafiq Khatun,Regular,2019,A,CSE413,CSE414,CSE423,CSE424
193400011,Dilruba Chowdhury,Regular,2019,S,CSE413,CSE414,CSE423,CSE424
193400012,Anwar Alam,Regular,2019,T,CSE413,CSE414,CSE423,CSE424
193400013,Maksuda Hassan,Regular,2019,M,CSE413,CSE414,CSE423,CSE424
193400014,Hafiz Mahmud,Regular,2019,K,CSE413,CSE414,CSE423,CSE424
193400015,Shireen Karim,Regular,2019,P,CSE413,CSE414,CSE423,CSE424
193400016,Delwar Miah,Regular,2019,V,CSE413,CSE414,CSE423,CSE424
193400018,Shahed Sarkar,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
193400019,Monira Bibi,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
193400020,Ruhul Aktar,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
193400021,Zakir Sultana,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
193400022,Selina Molla,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
193400023,Mosharraf Mondal,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
193400024,Taslima Roy,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
193400025,Karim Das,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
193400026,Abdul Saha,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
193400027,Rahim Barua,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
193400028,Salma Nath,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
193400029,Nusrat Paul,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
193400030,Hasan Ghosh,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
193400031,Fatima Sen,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
193400032,Mohammad Rahman,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
193400033,Ayesha Ahmed,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
193400034,Ahmed Khan,Regular,2019,W,CSE413,CSE414,CSE423,CSE424
193400035,Rashida Hossain,Regular,2019,A,CSE413,CSE414,CSE423,CSE424
193400036,Karim Ali,Regular,2019,S,CSE413,CSE414,CSE423,CSE424
193400037,Nasreen Islam,Regular,2019,T,CSE413,CSE414,CSE423,CSE424
193400038,Omar Uddin,Regular,2019,M,CSE413,CSE414,CSE423,CSE424
193400039,Sultana Begum,Regular,2019,K,CSE413,CSE414,CSE423,CSE424
193400040,Ibrahim Khatun,Regular,2019,P,CSE413,CSE414,CSE423,CSE424
193400041,Ruma Chowdhury,Regular,2019,V,CSE413,CSE414,CSE423,CSE424
193400042,Tariq Alam,Regular,2019,C,CSE413,CSE414,CSE423,CSE424
193400043,Shahida Hassan,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
193400044,Yusuf Mahmud,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
193400045,Rehana Karim,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
193400046,Mahmud Miah,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
193400047,Farida Sheikh,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
193400048,Rafiq Sarkar,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
193400049,Nasir Bibi,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
193400050,Shamsul Aktar,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
193400051,Rokeya Sultana,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
193400052,Aminul Molla,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
193400053,Jahanara Mondal,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
193400054,Mizanur Roy,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
193400055,Hosne Das,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
193400056,Golam Saha,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
193400057,Nurul Barua,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
193400058,Kamrun Nath,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
193400059,Shafiq Paul,Regular,2019,W,CSE413,CSE414,CSE423,CSE424
193400060,Dilruba Ghosh,Regular,2019,A,CSE413,CSE414,CSE423,CSE424
193400061,Anwar Sen,Regular,2019,S,CSE413,CSE414,CSE423,CSE424
193400062,Maksuda Rahman,Regular,2019,T,CSE413,CSE414,CSE423,CSE424
193400063,Hafiz Ahmed,Regular,2019,M,CSE413,CSE414,CSE423,CSE424
193400064,Shireen Khan,Regular,2019,K,CSE413,CSE414,CSE423,CSE424
193400065,Delwar Hossain,Regular,2019,P,CSE413,CSE414,CSE423,CSE424
193400066,Rahima Ali,Regular,2019,V,CSE413,CSE414,CSE423,CSE424
193400067,Shahed Islam,Regular,2019,C,CSE413,CSE414,CSE423,CSE424
193400068,Monira Uddin,Regular,2019,L,CSE413,CSE414,CSE423,CSE424
193400069,Ruhul Begum,Regular,2019,Q,CSE413,CSE414,CSE423,CSE424
193400070,Zakir Khatun,Regular,2019,G,CSE413,CSE414,CSE423,CSE424
193400071,Selina Chowdhury,Regular,2019,X,CSE413,CSE414,CSE423,CSE424
193400072,Mosharraf Alam,Regular,2019,D,CSE413,CSE414,CSE423,CSE424
193400073,Taslima Hassan,Regular,2019,N,CSE413,CSE414,CSE423,CSE424
193400074,Karim Mahmud,Regular,2019,R,CSE413,CSE414,CSE423,CSE424
193400075,Abdul Karim,Regular,2019,H,CSE413,CSE414,CSE423,CSE424
193400076,Rahim Miah,Regular,2019,Y,CSE413,CSE414,CSE423,CSE424
193400077,Salma Sheikh,Regular,2019,E,CSE413,CSE414,CSE423,CSE424
193400078,Nusrat Sarkar,Regular,2019,O,CSE413,CSE414,CSE423,CSE424
193400079,Hasan Bibi,Regular,2019,I,CSE413,CSE414,CSE423,CSE424
193400080,Fatima Aktar,Regular,2019,U,CSE413,CSE414,CSE423,CSE424
193400081,Mohammad Sultana,Regular,2019,F,CSE413,CSE414,CSE423,CSE424
193400082,Ayesha Molla,Regular,2019,Z,CSE413,CSE414,CSE423,CSE424
193400083,Ahmed Mondal,Regular,2019,J,CSE413,CSE414,CSE423,CSE424
201400001,Rashida Roy,Regular,2020,W,CSE311,CSE312,CSE321,CSE325
201400002,Karim Das,Regular,2020,A,CSE326,CSE333,CSE334,CSE335
201400003,Nasreen Saha,Regular,2020,S,CSE311,CSE312,CSE321,MAT209
201400004,Omar Barua,Regular,2020,T,CSE325,CSE326,CSE333,CSE334
201400005,Sultana Nath,Regular,2020,M,CSE311,CSE312,CSE335,MAT209
201400006,Ibrahim Paul,Regular,2020,K,CSE321,CSE325,CSE326,CSE333
201400007,Ruma Ghosh,Regular,2020,P,CSE311,CSE334,CSE335,MAT209
201400008,Tariq Sen,Regular,2020,V,CSE312,CSE321,CSE325,CSE326
201400009,Shahida Rahman,Regular,2020,C,CSE311,CSE333,CSE334,CSE335
201400010,Yusuf Ahmed,Regular,2020,L,CSE312,CSE321,MAT209,CSE326
201400011,Rehana Khan,Regular,2020,Q,CSE311,CSE325,CSE333,CSE334
201400012,Mahmud Hossain,Regular,2020,G,CSE312,CSE321,CSE335,MAT209
201400013,Farida Ali,Regular,2020,X,CSE311,CSE326,CSE333,CSE334
201400014,Rafiq Islam,Regular,2020,D,CSE312,CSE325,CSE335,MAT209
201400015,Nasir Uddin,Regular,2020,N,CSE321,CSE326,CSE333,CSE334
201400016,Shamsul Begum,Regular,2020,R,CSE311,CSE312,CSE335,MAT209
201400017,Rokeya Khatun,Regular,2020,H,CSE321,CSE325,CSE326,CSE333
201400018,Aminul Chowdhury,Regular,2020,Y,CSE311,CSE334,CSE335,MAT209
201400019,Jahanara Alam,Regular,2020,E,CSE312,CSE321,CSE325,CSE326
201400020,Mizanur Hassan,Regular,2020,O,CSE311,CSE333,CSE334,CSE335
201400021,Hosne Mahmud,Regular,2020,I,CSE312,CSE321,MAT209,CSE326
201400022,Golam Karim,Regular,2020,U,CSE311,CSE325,CSE333,CSE334
201400023,Nurul Miah,Regular,2020,F,CSE312,CSE321,CSE335,MAT209
201400024,Kamrun Sheikh,Regular,2020,Z,CSE311,CSE326,CSE333,CSE334
201400025,Shafiq Sarkar,Regular,2020,J,CSE312,CSE325,CSE335,MAT209
201400026,Dilruba Bibi,Regular,2020,W,CSE321,CSE326,CSE333,CSE334
201400027,Anwar Aktar,Regular,2020,A,CSE311,CSE312,CSE335,MAT209
201400028,Maksuda Sultana,Regular,2020,S,CSE321,CSE325,CSE326,CSE333
201400029,Hafiz Molla,Regular,2020,T,CSE311,CSE334,CSE335,MAT209
201400030,Shireen Mondal,Regular,2020,M,CSE312,CSE321,CSE325,CSE326
201400031,Delwar Roy,Regular,2020,K,CSE311,CSE333,CSE334,CSE335
201400032,Rahima Das,Regular,2020,P,CSE312,CSE321,MAT209,CSE326
201400033,Shahed Saha,Regular,2020,V,CSE311,CSE325,CSE333,CSE334
201400034,Monira Barua,Regular,2020,C,CSE312,CSE321,CSE335,MAT209
201400035,Ruhul Nath,Regular,2020,L,CSE311,CSE326,CSE333,CSE334
201400036,Zakir Paul,Regular,2020,Q,CSE312,CSE325,CSE335,MAT209
201400037,Selina Ghosh,Regular,2020,G,CSE321,CSE326,CSE333,CSE334
201400038,Mosharraf Sen,Regular,2020,X,CSE311,CSE312,CSE335,MAT209
201400039,Taslima Rahman,Regular,2020,D,CSE321,CSE325,CSE326,CSE333
201400040,Karim Ahmed,Regular,2020,N,CSE311,CSE334,CSE335,MAT209
201400041,Abdul Khan,Regular,2020,R,CSE312,CSE321,CSE325,CSE326
201400042,Rahim Hossain,Regular,2020,H,CSE311,CSE333,CSE334,CSE335
201400043,Salma Ali,Regular,2020,Y,CSE312,CSE321,MAT209,CSE326
201400044,Nusrat Islam,Regular,2020,E,CSE311,CSE325,CSE333,CSE334
201400045,Hasan Uddin,Regular,2020,O,CSE312,CSE321,CSE335,MAT209
201400046,Fatima Begum,Regular,2020,I,CSE311,CSE326,CSE333,CSE334
201400047,Mohammad Khatun,Regular,2020,U,CSE312,CSE325,CSE335,MAT209
201400048,Ayesha Chowdhury,Regular,2020,F,CSE321,CSE326,CSE333,CSE334
201400049,Ahmed Alam,Regular,2020,Z,CSE311,CSE312,CSE335,MAT209
201400050,Rashida Hassan,Regular,2020,J,CSE321,CSE325,CSE326,CSE333
201400051,Karim Mahmud,Regular,2020,W,CSE311,CSE334,CSE335,MAT209
201400052,Nasreen Karim,Regular,2020,A,CSE312,CSE321,CSE325,CSE326
201400053,Omar Miah,Regular,2020,S,CSE311,CSE333,CSE334,CSE335
201400054,Sultana Sheikh,Regular,2020,T,CSE312,CSE321,MAT209,CSE326
201400055,Ibrahim Sarkar,Regular,2020,M,CSE311,CSE325,CSE333,CSE334
201400056,Ruma Bibi,Regular,2020,K,CSE312,CSE321,CSE335,MAT209
201400057,Tariq Aktar,Regular,2020,P,CSE311,CSE326,CSE333,CSE334
201400058,Shahida Sultana,Regular,2020,V,CSE312,CSE325,CSE335,MAT209
201400059,Yusuf Molla,Regular,2020,C,CSE321,CSE326,CSE333,CSE334
201400060,Rehana Mondal,Regular,2020,L,CSE311,CSE312,CSE335,MAT209
201400061,Mahmud Roy,Regular,2020,Q,CSE321,CSE325,CSE326,CSE333
201400062,Farida Das,Regular,2020,G,CSE311,CSE334,CSE335,MAT209
201400063,Rafiq Saha,Regular,2020,X,CSE312,CSE321,CSE325,CSE326
201400064,Nasir Barua,Regular,2020,D,CSE311,CSE333,CSE334,CSE335
201400065,Shamsul Nath,Regular,2020,N,CSE312,CSE321,MAT209,CSE326
201400066,Rokeya Paul,Regular,2020,R,CSE311,CSE325,CSE333,CSE334
201400067,Aminul Ghosh,Regular,2020,H,CSE312,CSE321,CSE335,MAT209
201400068,Jahanara Sen,Regular,2020,Y,CSE311,CSE326,CSE333,CSE334
201400069,Mizanur Rahman,Regular,2020,E,CSE312,CSE325,CSE335,MAT209
201400070,Hosne Ahmed,Regular,2020,O,CSE321,CSE326,CSE333,CSE334
201400071,Golam Khan,Regular,2020,I,CSE311,CSE312,CSE335,MAT209
201400072,Nurul Hossain,Regular,2020,U,CSE321,CSE325,CSE326,CSE333
201400073,Kamrun Ali,Regular,2020,F,CSE311,CSE334,CSE335,MAT209
201400074,Shafiq Islam,Regular,2020,Z,CSE312,CSE321,CSE325,CSE326
201400075,Dilruba Uddin,Regular,2020,J,CSE311,CSE333,CSE334,CSE335
201400076,Anwar Begum,Regular,2020,W,CSE312,CSE321,MAT209,CSE326
201400077,Maksuda Khatun,Regular,2020,A,CSE311,CSE325,CSE333,CSE334
201400078,Hafiz Chowdhury,Regular,2020,S,CSE312,CSE321,CSE335,MAT209
201400079,Shireen Alam,Regular,2020,T,CSE311,CSE326,CSE333,CSE334
201400080,Delwar Hassan,Regular,2020,M,CSE312,CSE325,CSE335,MAT209
201400081,Rahima Mahmud,Regular,2020,K,CSE321,CSE326,CSE333,CSE334
201400082,Shahed Karim,Regular,2020,P,CSE311,CSE312,CSE335,MAT209
201400083,Monira Miah,Regular,2020,V,CSE321,CSE325,CSE326,CSE333
202400001,Ruhul Sheikh,Regular,2020,C,CSE311,CSE334,CSE335,MAT209
202400002,Zakir Sarkar,Regular,2020,L,CSE312,CSE321,CSE325,CSE326
202400003,Selina Bibi,Regular,2020,Q,CSE311,CSE333,CSE334,CSE335
202400004,Mosharraf Aktar,Regular,2020,G,CSE312,CSE321,MAT209,CSE326
202400005,Taslima Sultana,Regular,2020,X,CSE311,CSE325,CSE333,CSE334
202400006,Karim Molla,Regular,2020,D,CSE312,CSE321,CSE335,MAT209
202400007,Abdul Mondal,Regular,2020,N,CSE311,CSE326,CSE333,CSE334
202400008,Rahim Roy,Regular,2020,R,CSE312,CSE325,CSE335,MAT209
202400009,Salma Das,Regular,2020,H,CSE321,CSE326,CSE333,CSE334
202400010,Nusrat Saha,Regular,2020,Y,CSE311,CSE312,CSE335,MAT209
202400011,Hasan Barua,Regular,2020,E,CSE321,CSE325,CSE326,CSE333
202400012,Fatima Nath,Regular,2020,O,CSE311,CSE334,CSE335,MAT209
202400013,Mohammad Paul,Regular,2020,I,CSE312,CSE321,CSE325,CSE326
202400014,Ayesha Ghosh,Regular,2020,U,CSE311,CSE333,CSE334,CSE335
202400015,Ahmed Sen,Regular,2020,F,CSE312,CSE321,MAT209,CSE326
202400016,Rashida Rahman,Regular,2020,Z,CSE311,CSE325,CSE333,CSE334
202400017,Karim Ahmed,Regular,2020,J,CSE312,CSE321,CSE335,MAT209
202400018,Nasreen Khan,Regular,2020,W,CSE311,CSE326,CSE333,CSE334
202400019,Omar Hossain,Regular,2020,A,CSE312,CSE325,CSE335,MAT209
202400020,Sultana Ali,Regular,2020,S,CSE321,CSE326,CSE333,CSE334
202400021,Ibrahim Islam,Regular,2020,T,CSE311,CSE312,CSE335,MAT209
202400022,Ruma Uddin,Regular,2020,M,CSE321,CSE325,CSE326,CSE333
202400023,Tariq Begum,Regular,2020,K,CSE311,CSE334,CSE335,MAT209
202400024,Shahida Khatun,Regular,2020,P,CSE312,CSE321,CSE325,CSE326
202400025,Yusuf Chowdhury,Regular,2020,V,CSE311,CSE333,CSE334,CSE335
202400026,Rehana Alam,Regular,2020,C,CSE312,CSE321,MAT209,CSE326
202400027,Mahmud Hassan,Regular,2020,L,CSE311,CSE325,CSE333,CSE334
202400028,Farida Mahmud,Regular,2020,Q,CSE312,CSE321,CSE335,MAT209
202400029,Rafiq Karim,Regular,2020,G,CSE311,CSE326,CSE333,CSE334
202400030,Nasir Miah,Regular,2020,X,CSE312,CSE325,CSE335,MAT209
202400031,Shamsul Sheikh,Regular,2020,D,CSE321,CSE326,CSE333,CSE334
202400032,Rokeya Sarkar,Regular,2020,N,CSE311,CSE312,CSE335,MAT209
202400033,Aminul Bibi,Regular,2020,R,CSE321,CSE325,CSE326,CSE333
202400034,Jahanara Aktar,Regular,2020,H,CSE311,CSE334,CSE335,MAT209
202400035,Mizanur Sultana,Regular,2020,Y,CSE312,CSE321,CSE325,CSE326
202400036,Hosne Molla,Regular,2020,E,CSE311,CSE333,CSE334,CSE335
202400037,Golam Mondal,Regular,2020,O,CSE312,CSE321,MAT209,CSE326
202400038,Nurul Roy,Regular,2020,I,CSE311,CSE325,CSE333,CSE334
202400039,Kamrun Das,Regular,2020,U,CSE312,CSE321,CSE335,MAT209
202400040,Shafiq Saha,Regular,2020,F,CSE311,CSE326,CSE333,CSE334
202400041,Dilruba Barua,Regular,2020,Z,CSE312,CSE325,CSE335,MAT209
202400042,Anwar Nath,Regular,2020,J,CSE321,CSE326,CSE333,CSE334
202400043,Maksuda Paul,Regular,2020,W,CSE311,CSE312,CSE335,MAT209
202400044,Hafiz Ghosh,Regular,2020,A,CSE321,CSE325,CSE326,CSE333
202400045,Shireen Sen,Regular,2020,S,CSE311,CSE334,CSE335,MAT209
202400046,Delwar Rahman,Regular,2020,T,CSE312,CSE321,CSE325,CSE326
202400047,Rahima Ahmed,Regular,2020,M,CSE311,CSE333,CSE334,CSE335
202400048,Shahed Khan,Regular,2020,K,CSE312,CSE321,MAT209,CSE326
202400049,Monira Hossain,Regular,2020,P,CSE311,CSE325,CSE333,CSE334
202400050,Ruhul Ali,Regular,2020,V,CSE312,CSE321,CSE335,MAT209
202400051,Zakir Islam,Regular,2020,C,CSE311,CSE326,CSE333,CSE334
202400052,Selina Uddin,Regular,2020,L,CSE312,CSE325,CSE335,MAT209
202400053,Mosharraf Begum,Regular,2020,Q,CSE321,CSE326,CSE333,CSE334
202400054,Taslima Khatun,Regular,2020,G,CSE311,CSE312,CSE335,MAT209
202400055,Karim Chowdhury,Regular,2020,X,CSE321,CSE325,CSE326,CSE333
202400056,Abdul Alam,Regular,2020,D,CSE311,CSE334,CSE335,MAT209
202400057,Rahim Hassan,Regular,2020,N,CSE312,CSE321,CSE325,CSE326
202400058,Salma Mahmud,Regular,2020,R,CSE311,CSE333,CSE334,CSE335
202400059,Nusrat Karim,Regular,2020,H,CSE312,CSE321,MAT209,CSE326
202400060,Hasan Miah,Regular,2020,Y,CSE311,CSE325,CSE333,CSE334
202400061,Fatima Sheikh,Regular,2020,E,CSE312,CSE321,CSE335,MAT209
202400062,Mohammad Sarkar,Regular,2020,O,CSE311,CSE326,CSE333,CSE334
202400063,Ayesha Bibi,Regular,2020,I,CSE312,CSE325,CSE335,MAT209
202400064,Ahmed Aktar,Regular,2020,U,CSE321,CSE326,CSE333,CSE334
202400065,Rashida Sultana,Regular,2020,F,CSE311,CSE312,CSE335,MAT209
202400066,Karim Molla,Regular,2020,Z,CSE321,CSE325,CSE326,CSE333
202400067,Nasreen Mondal,Regular,2020,J,CSE311,CSE334,CSE335,MAT209
202400068,Omar Roy,Regular,2020,W,CSE312,CSE321,CSE325,CSE326
202400069,Sultana Das,Regular,2020,A,CSE311,CSE333,CSE334,CSE335
202400070,Ibrahim Saha,Regular,2020,S,CSE312,CSE321,MAT209,CSE326
202400071,Ruma Barua,Regular,2020,T,CSE311,CSE325,CSE333,CSE334
202400072,Tariq Nath,Regular,2020,M,CSE312,CSE321,CSE335,MAT209
202400073,Shahida Paul,Regular,2020,K,CSE311,CSE326,CSE333,CSE334
202400074,Yusuf Ghosh,Regular,2020,P,CSE312,CSE325,CSE335,MAT209
202400075,Rehana Sen,Regular,2020,V,CSE321,CSE326,CSE333,CSE334
202400076,Mahmud Rahman,Regular,2020,C,CSE311,CSE312,CSE335,MAT209
202400077,Farida Ahmed,Regular,2020,L,CSE321,CSE325,CSE326,CSE333
202400078,Rafiq Khan,Regular,2020,Q,CSE311,CSE334,CSE335,MAT209
202400079,Nasir Hossain,Regular,2020,G,CSE312,CSE321,CSE325,CSE326
202400080,Shamsul Ali,Regular,2020,X,CSE311,CSE333,CSE334,CSE335
202400081,Rokeya Islam,Regular,2020,D,CSE312,CSE321,MAT209,CSE326
202400082,Aminul Uddin,Regular,2020,N,CSE311,CSE325,CSE333,CSE334
202400083,Jahanara Begum,Regular,2020,R,CSE312,CSE321,CSE335,MAT209
